country,date,acum_confirmed,acum_deaths,acum_recovered
Sri Lanka,2020-02-05,1,0,0
Sri Lanka,2020-02-06,1,0,0
Sri Lanka,2020-02-07,1,0,0
Sri Lanka,2020-02-08,1,0,1
Sri Lanka,2020-02-09,1,0,1
Sri Lanka,2020-02-10,1,0,1
Sri Lanka,2020-02-11,1,0,1
Sri Lanka,2020-02-12,1,0,1
Sri Lanka,2020-02-13,1,0,1
Sri Lanka,2020-02-14,1,0,1
Sri Lanka,2020-02-15,1,0,1
Sri Lanka,2020-02-16,1,0,1
Sri Lanka,2020-02-17,1,0,1
Sri Lanka,2020-02-18,1,0,1
Sri Lanka,2020-02-19,1,0,1
Sri Lanka,2020-02-20,1,0,1
Sri Lanka,2020-02-21,1,0,1
Sri Lanka,2020-02-22,1,0,1
Sri Lanka,2020-02-23,1,0,1
Sri Lanka,2020-02-24,1,0,1
Sri Lanka,2020-02-25,1,0,1
Sri Lanka,2020-02-26,1,0,1
Sri Lanka,2020-02-27,1,0,1
Sri Lanka,2020-02-28,1,0,1
Sri Lanka,2020-02-29,1,0,1
Sweden,2020-01-22,0,0,0
Sweden,2020-01-23,0,0,0
Sweden,2020-01-24,0,0,0
Sweden,2020-01-25,0,0,0
Sweden,2020-01-26,0,0,0
Sweden,2020-01-27,0,0,0
Sweden,2020-01-28,0,0,0
Sweden,2020-01-29,0,0,0
Sweden,2020-01-30,0,0,0
Sweden,2020-01-31,1,0,0
Sweden,2020-02-01,1,0,0
Sweden,2020-02-02,1,0,0
Sweden,2020-02-03,1,0,0
Sweden,2020-02-04,1,0,0
Sweden,2020-02-05,1,0,0
Sweden,2020-02-06,1,0,0
Sweden,2020-02-07,1,0,0
Sweden,2020-02-08,1,0,0
Sweden,2020-02-09,1,0,0
Sweden,2020-02-10,1,0,0
Sweden,2020-02-11,1,0,0
Sweden,2020-02-12,1,0,0
Sweden,2020-02-13,1,0,0
Sweden,2020-02-14,1,0,0
Sweden,2020-02-15,1,0,0
Sweden,2020-02-16,1,0,0
Sweden,2020-02-17,1,0,0
Sweden,2020-02-18,1,0,0
Sweden,2020-02-19,1,0,0
Sweden,2020-02-20,1,0,0
Sweden,2020-02-21,1,0,0
Sweden,2020-02-22,1,0,0
Sweden,2020-02-23,1,0,0
Sweden,2020-02-24,1,0,0
Sweden,2020-02-25,1,0,0
Sweden,2020-02-26,2,0,0
Sweden,2020-02-27,7,0,0
Sweden,2020-02-28,7,0,0
Sweden,2020-02-29,12,0,0
Switzerland,2020-01-22,0,0,0
Switzerland,2020-01-23,0,0,0
Switzerland,2020-01-24,0,0,0
Switzerland,2020-01-25,0,0,0
Switzerland,2020-01-26,0,0,0
Switzerland,2020-01-27,0,0,0
Switzerland,2020-01-28,0,0,0
Switzerland,2020-01-29,0,0,0
Switzerland,2020-01-30,0,0,0
Switzerland,2020-01-31,0,0,0
Switzerland,2020-02-01,0,0,0
Switzerland,2020-02-02,0,0,0
Switzerland,2020-02-03,0,0,0
Switzerland,2020-02-04,0,0,0
Switzerland,2020-02-05,0,0,0
Switzerland,2020-02-06,0,0,0
Switzerland,2020-02-07,0,0,0
Switzerland,2020-02-08,0,0,0
Switzerland,2020-02-09,0,0,0
Switzerland,2020-02-10,0,0,0
Switzerland,2020-02-11,0,0,0
Switzerland,2020-02-12,0,0,0
Switzerland,2020-02-13,0,0,0
Switzerland,2020-02-14,0,0,0
Switzerland,2020-02-15,0,0,0
Switzerland,2020-02-16,0,0,0
Switzerland,2020-02-17,0,0,0
Switzerland,2020-02-18,0,0,0
Switzerland,2020-02-19,0,0,0
Switzerland,2020-02-20,0,0,0
Switzerland,2020-02-21,0,0,0
Switzerland,2020-02-22,0,0,0
Switzerland,2020-02-23,0,0,0
Switzerland,2020-02-24,0,0,0
Switzerland,2020-02-25,1,0,0
Switzerland,2020-02-26,1,0,0
Switzerland,2020-02-27,8,0,0
Switzerland,2020-02-28,8,0,0
Switzerland,2020-02-29,18,0,0
Taiwan,2020-01-22,1,0,0
Taiwan,2020-01-23,1,0,0
Taiwan,2020-01-24,3,0,0
Taiwan,2020-01-25,3,0,0
Taiwan,2020-01-26,4,0,0
Taiwan,2020-01-27,5,0,0
Taiwan,2020-01-28,8,0,0
Taiwan,2020-01-29,8,0,0
Taiwan,2020-01-30,9,0,0
Taiwan,2020-01-31,10,0,0
Taiwan,2020-02-01,10,0,0
Taiwan,2020-02-02,10,0,0
Taiwan,2020-02-03,10,0,0
Taiwan,2020-02-04,11,0,0
Taiwan,2020-02-05,11,0,0
Taiwan,2020-02-06,16,0,1
Taiwan,2020-02-07,16,0,1
Taiwan,2020-02-08,17,0,1
Taiwan,2020-02-09,18,0,1
Taiwan,2020-02-10,18,0,1
Taiwan,2020-02-11,18,0,1
Taiwan,2020-02-12,18,0,1
Taiwan,2020-02-13,18,0,1
Taiwan,2020-02-14,18,0,2
Taiwan,2020-02-15,18,0,2
Taiwan,2020-02-16,20,1,2
Taiwan,2020-02-17,22,1,2
Taiwan,2020-02-18,22,1,2
Taiwan,2020-02-19,23,1,2
Taiwan,2020-02-20,24,1,2
Taiwan,2020-02-21,26,1,2
Taiwan,2020-02-22,26,1,2
Taiwan,2020-02-23,28,1,2
Taiwan,2020-02-24,30,1,5
Taiwan,2020-02-25,31,1,5
Taiwan,2020-02-26,32,1,5
Taiwan,2020-02-27,32,1,5
Taiwan,2020-02-28,34,1,6
Taiwan,2020-02-29,39,1,9
Thailand,2020-01-22,2,0,0
Thailand,2020-01-23,3,0,0
Thailand,2020-01-24,5,0,0
Thailand,2020-01-25,7,0,0
Thailand,2020-01-26,8,0,2
Thailand,2020-01-27,8,0,2
Thailand,2020-01-28,14,0,5
Thailand,2020-01-29,14,0,5
Thailand,2020-01-30,14,0,5
Thailand,2020-01-31,19,0,5
Thailand,2020-02-01,19,0,5
Thailand,2020-02-02,19,0,5
Thailand,2020-02-03,19,0,5
Thailand,2020-02-04,25,0,5
Thailand,2020-02-05,25,0,5
Thailand,2020-02-06,25,0,5
Thailand,2020-02-07,25,0,5
Thailand,2020-02-08,32,0,10
Thailand,2020-02-09,32,0,10
Thailand,2020-02-10,32,0,10
Thailand,2020-02-11,33,0,10
Thailand,2020-02-12,33,0,10
Thailand,2020-02-13,33,0,12
Thailand,2020-02-14,33,0,12
Thailand,2020-02-15,33,0,12
Thailand,2020-02-16,34,0,14
Thailand,2020-02-17,35,0,15
Thailand,2020-02-18,35,0,15
Thailand,2020-02-19,35,0,15
Thailand,2020-02-20,35,0,15
Thailand,2020-02-21,35,0,17
Thailand,2020-02-22,35,0,17
Thailand,2020-02-23,35,0,21
Thailand,2020-02-24,35,0,21
Thailand,2020-02-25,37,0,22
Thailand,2020-02-26,40,0,22
Thailand,2020-02-27,40,0,22
Thailand,2020-02-28,41,0,28
Thailand,2020-02-29,42,0,28
UK,2020-01-22,0,0,0
UK,2020-01-23,0,0,0
UK,2020-01-24,0,0,0
UK,2020-01-25,0,0,0
UK,2020-01-26,0,0,0
UK,2020-01-27,0,0,0
UK,2020-01-28,0,0,0
UK,2020-01-29,0,0,0
UK,2020-01-30,0,0,0
UK,2020-01-31,2,0,0
UK,2020-02-01,2,0,0
UK,2020-02-02,2,0,0
UK,2020-02-03,2,0,0
UK,2020-02-04,2,0,0
UK,2020-02-05,2,0,0
UK,2020-02-06,2,0,0
UK,2020-02-07,3,0,0
UK,2020-02-08,3,0,0
UK,2020-02-09,3,0,0
UK,2020-02-10,8,0,0
UK,2020-02-11,8,0,0
UK,2020-02-12,9,0,1
UK,2020-02-13,9,0,1
UK,2020-02-14,9,0,1
UK,2020-02-15,9,0,1
UK,2020-02-16,9,0,8
UK,2020-02-17,9,0,8
UK,2020-02-18,9,0,8
UK,2020-02-19,9,0,8
UK,2020-02-20,9,0,8
UK,2020-02-21,9,0,8
UK,2020-02-22,9,0,8
UK,2020-02-23,9,0,8
UK,2020-02-24,13,0,8
UK,2020-02-25,13,0,8
UK,2020-02-26,13,0,8
UK,2020-02-27,15,0,8
UK,2020-02-28,20,0,8
UK,2020-02-29,23,0,8
United Arab Emirates,2020-01-22,0,0,0
United Arab Emirates,2020-01-23,0,0,0
United Arab Emirates,2020-01-24,0,0,0
United Arab Emirates,2020-01-25,0,0,0
United Arab Emirates,2020-01-26,0,0,0
United Arab Emirates,2020-01-27,0,0,0
United Arab Emirates,2020-01-28,0,0,0
United Arab Emirates,2020-01-29,4,0,0
United Arab Emirates,2020-01-30,4,0,0
United Arab Emirates,2020-01-31,4,0,0
United Arab Emirates,2020-02-01,4,0,0
United Arab Emirates,2020-02-02,5,0,0
United Arab Emirates,2020-02-03,5,0,0
United Arab Emirates,2020-02-04,5,0,0
United Arab Emirates,2020-02-05,5,0,0
United Arab Emirates,2020-02-06,5,0,0
United Arab Emirates,2020-02-07,5,0,0
United Arab Emirates,2020-02-08,7,0,0
United Arab Emirates,2020-02-09,7,0,0
United Arab Emirates,2020-02-10,8,0,0
United Arab Emirates,2020-02-11,8,0,0
United Arab Emirates,2020-02-12,8,0,1
United Arab Emirates,2020-02-13,8,0,1
United Arab Emirates,2020-02-14,8,0,1
United Arab Emirates,2020-02-15,8,0,3
United Arab Emirates,2020-02-16,9,0,4
United Arab Emirates,2020-02-17,9,0,4
United Arab Emirates,2020-02-18,9,0,4
United Arab Emirates,2020-02-19,9,0,4
United Arab Emirates,2020-02-20,9,0,4
United Arab Emirates,2020-02-21,9,0,4
United Arab Emirates,2020-02-22,13,0,4
United Arab Emirates,2020-02-23,13,0,4
United Arab Emirates,2020-02-24,13,0,4
United Arab Emirates,2020-02-25,13,0,4
United Arab Emirates,2020-02-26,13,0,4
United Arab Emirates,2020-02-27,13,0,4
United Arab Emirates,2020-02-28,19,0,5
United Arab Emirates,2020-02-29,21,0,5
US,2020-01-22,1,0,0
US,2020-01-23,1,0,0
US,2020-01-24,2,0,0
US,2020-01-25,2,0,0
US,2020-01-26,5,0,0
US,2020-01-27,5,0,0
US,2020-01-28,5,0,0
US,2020-01-29,5,0,0
US,2020-01-30,5,0,0
US,2020-01-31,7,0,0
US,2020-02-01,8,0,0
US,2020-02-02,8,0,0
US,2020-02-03,11,0,0
US,2020-02-04,11,0,0
US,2020-02-05,12,0,0
US,2020-02-06,12,0,0
US,2020-02-07,12,0,0
US,2020-02-08,12,0,0
US,2020-02-09,12,0,3
US,2020-02-10,12,0,3
US,2020-02-11,13,0,3
US,2020-02-12,13,0,3
US,2020-02-13,15,0,3
US,2020-02-14,15,0,3
US,2020-02-15,15,0,3
US,2020-02-16,15,0,3
US,2020-02-17,15,0,3
US,2020-02-18,15,0,3
US,2020-02-19,15,0,3
US,2020-02-20,15,0,3
US,2020-02-21,35,0,5
US,2020-02-22,35,0,5
US,2020-02-23,35,0,5
US,2020-02-24,53,0,5
US,2020-02-25,53,0,6
US,2020-02-26,59,0,6
US,2020-02-27,60,0,6
US,2020-02-28,62,0,7
US,2020-02-29,70,1,7
Vietnam,2020-01-22,0,0,0
Vietnam,2020-01-23,2,0,0
Vietnam,2020-01-24,2,0,0
Vietnam,2020-01-25,2,0,0
Vietnam,2020-01-26,2,0,0
Vietnam,2020-01-27,2,0,0
Vietnam,2020-01-28,2,0,0
Vietnam,2020-01-29,2,0,0
Vietnam,2020-01-30,2,0,0
Vietnam,2020-01-31,2,0,0
Vietnam,2020-02-01,6,0,1
Vietnam,2020-02-02,6,0,1
Vietnam,2020-02-03,8,0,1
Vietnam,2020-02-04,8,0,1
Vietnam,2020-02-05,8,0,1
Vietnam,2020-02-06,10,0,1
Vietnam,2020-02-07,10,0,1
Vietnam,2020-02-08,13,0,1
Vietnam,2020-02-09,13,0,1
Vietnam,2020-02-10,14,0,1
Vietnam,2020-02-11,15,0,6
Vietnam,2020-02-12,15,0,6
Vietnam,2020-02-13,16,0,7
Vietnam,2020-02-14,16,0,7
Vietnam,2020-02-15,16,0,7
Vietnam,2020-02-16,16,0,7
Vietnam,2020-02-17,16,0,7
Vietnam,2020-02-18,16,0,7
Vietnam,2020-02-19,16,0,7
Vietnam,2020-02-20,16,0,7
Vietnam,2020-02-21,16,0,14
Vietnam,2020-02-22,16,0,14
Vietnam,2020-02-23,16,0,14
Vietnam,2020-02-24,16,0,14
Vietnam,2020-02-25,16,0,16
Vietnam,2020-02-26,16,0,16
Vietnam,2020-02-27,16,0,16
Vietnam,2020-02-28,16,0,16
Vietnam,2020-02-29,16,0,16
